		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
100010000   28   25   21   24   32   28   28   19  5.842820 0.664833 SUCCESS  75
100100000   27   26   19   21   22   26   33   21  6.095696 0.636513 SUCCESS  76
100101000   16   20   30   23   19   25   31   31 10.162900 0.253778 SUCCESS  77
100110000   21   20   20   30   24   32   20   23  6.815268 0.556689 SUCCESS  78
100111000   20   23   20   26   31   25   30   21  5.511168 0.701802 SUCCESS  79
101000000   25   21   25   29   27   24   27   26  2.105944 0.977590 SUCCESS  80
101000100   25   29   30   20   29   21   21   29  5.834214 0.665796 SUCCESS  81
101001000   22   32   31   13   18   31   29   27 14.807350 0.063001 SUCCESS  82
101001100   26   24   24   26   17   25   25   13  8.084945 0.425217 SUCCESS  83
101010000   28   25   34   20   25   20   28   26  6.783493 0.560162 SUCCESS  84
101010100   19   25   35   27   23   27   29   27  7.851929 0.448066 SUCCESS  85
101011000   21   24   18   28   26   24   33   19  7.264752 0.508356 SUCCESS  86
101011100   21   17   22   27   23   12   23   21 10.506468 0.231261 SUCCESS  87
101100000   29   21   22   25   24   29   29   28  3.995896 0.857494 SUCCESS  88
101100100   23   32   26   26   20   18   16   32 10.738822 0.216942 SUCCESS  89
101101000   29   23   31   21   24   36   21   26  9.622725 0.292510 SUCCESS  90
101101100   22   29   23   25   22   21   23   26  2.163536 0.975583 SUCCESS  91
101110000   21   31   29   26   26   28   34   21  8.394752 0.395889 SUCCESS  92
101110100   20   27   28   21   20   19   30   19  6.763634 0.562336 SUCCESS  93
101111000   28   28   24   25   23   23   16   29  5.172234 0.739019 SUCCESS  94
101111100   28   27   23   25   32   27   11   25 11.290252 0.185789 SUCCESS  95
110000000   26   13   30   28   18   23   21   31 11.645073 0.167756 SUCCESS  96
110000010   24   28   27   15   27   25   19   28  6.671619 0.572441 SUCCESS  97
110000100   28   29   23   25   25   27   16   25  4.850512 0.773428 SUCCESS  98
110001000   24   17   29   28   33   20   25   22  7.985648 0.434873 SUCCESS  99
110001010   28   24   29   25   26   27   24   25  1.886167 0.984305 SUCCESS 100
110010000   25   27   16   21   31   22   31   24  7.722843 0.461001 SUCCESS 101
110010010   17   27   24   22   30   20   24   33  8.146510 0.419291 SUCCESS 102
110010100   23   22   30   25   19   31   28   31  7.148244 0.520726 SUCCESS 103
110011000   23   21   21   29   28   28   23   31  4.986880 0.758977 SUCCESS 104
110011010   19   35   29   26   32   28   36   23 15.785094 0.045561 SUCCESS 105
110100000   19   19   23   30   26   22   22   19  5.712410 0.679410 SUCCESS 106
110100010   31   23   43   15   34   26   21   27 25.121658 0.001482 FAILURE 107
110100100   19   32   23   26   21   28   31   26  6.868227 0.550915 SUCCESS 108
110101000   34   25   25   24   19   22   20   28  6.790775 0.559366 SUCCESS 109
110101010   19   21   25   27   30   27   23   30  5.054402 0.751746 SUCCESS 110
110101100   25   31   24   23   16   24   29   22  6.087090 0.637477 SUCCESS 111
110110000   19   16   28   28   21   23   24   38 13.738915 0.088829 SUCCESS 112
110110010   23   34   27   23   23   24   31   27  6.580927 0.582446 SUCCESS 113
110110100   26   20   21   29   23   26   20   20  4.145504 0.843763 SUCCESS 114
110111000   29   20   23   24   30   30   32   30  8.242497 0.410148 SUCCESS 115
110111010   17   32   33   21   16   19   23   22 12.940567 0.113911 SUCCESS 116
110111100   33   22   21   23   25   22   16   20  8.017424 0.431770 SUCCESS 117
111000000   24   19   25   28   26   25   24   21  2.426342 0.965077 SUCCESS 118
111000010   27   30   20   25   23   34   24   24  6.453165 0.596607 SUCCESS 119
111000100   24   21   19   22   36   25   20   19  9.746515 0.283270 SUCCESS 120
111000110   24   24   14   23   28   25   21   25  5.746833 0.675566 SUCCESS 121
111001000   27   19   14   23   25   28   29   19  8.881969 0.352351 SUCCESS 122
111001010   25   20   28   28   22   26   24   29  3.190267 0.921856 SUCCESS 123
111001100   25   26   30   22   25   28   17   21  5.070289 0.750038 SUCCESS 124
111010000   19   22   24   24   23   14   23   23  6.321431 0.611275 SUCCESS 125
111010010   30   30   19   26   22   25   24   24  4.274590 0.831538 SUCCESS 126
111010100   25   26   20   13   21   20   20   25  8.592022 0.377872 SUCCESS 127
111010110   26   22   23   28   11   22   27   26  9.229509 0.323307 SUCCESS 128
111011000   20   25   24   23   18   26   23   29  3.747654 0.879143 SUCCESS 129
111011010   34   21   21   20   23   15   19   25 10.779203 0.214526 SUCCESS 130
111011100   29   11   18   21   29   29   26   24 12.636057 0.125000 SUCCESS 131
111100000   27   22   25   27   26   23   12   24  7.543446 0.479287 SUCCESS 132
111100010   30   21   23   27   34   27   18   19  9.349989 0.313637 SUCCESS 133
111100100   25   22   19   21   25   25   30   18  5.077571 0.749254 SUCCESS 134
111100110   23   36   29   31   31   32   23   23 12.988892 0.112232 SUCCESS 135
111101000   30   22   26   24   29   20   18   28  5.689241 0.681996 SUCCESS 136
111101010   20   23   23   20   23   28   27   24  2.730853 0.950097 SUCCESS 137
111101100   20   27   21   28   19   25   36   23  9.180522 0.327297 SUCCESS 138
111101110   23   23   25   21   25   29   18   27  3.604004 0.890970 SUCCESS 139
111110000   29   25   24   20   27   23   13   21  8.102157 0.423555 SUCCESS 140
111110010   27   27   27   21   29   28   24   25  2.818234 0.945241 SUCCESS 141
111110100   31   24   27   24   27   21   18   24  4.663834 0.792827 SUCCESS 142
111110110   25   28   23   27   21   30   32   30  6.530617 0.588014 SUCCESS 143
111111000   28   15   28   23   17   23   15   19 12.303081 0.138185 SUCCESS 144
111111010   32   22   28   24   18   22   27   28  6.062597 0.640220 SUCCESS 145
111111100   21   24   31   26   22   27   22   16  6.213529 0.623327 SUCCESS 146
111111110   24   23   24   25   23   24   22   23  0.527784 0.999836 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   16   22   25   21   32   17   22   29  9.644570 0.290864 SUCCESS   0
000000011   19   21   23   26   34   16   33   21 12.433491 0.132885 SUCCESS   1
000000101   21   22   24   16   29   29   23   28  6.154612 0.629918 SUCCESS   2
000000111   31   22   27   23   32   22   30   23  6.563716 0.584349 SUCCESS   3
000001001   24   28   26   20   25   22   30   18  4.807483 0.777940 SUCCESS   4
000001011   16   24   23   24   27   30   21   24  5.196728 0.736358 SUCCESS   5
000001101   20   26   20   22   25   21   20   22  3.559652 0.894511 SUCCESS   6
000001111   22   21   22   23   28   20   28   25  2.993659 0.934755 SUCCESS   7
000010001   23   33   29   31   26   19   17   23  9.706134 0.286260 SUCCESS   8
000010011   26   30   19   22   25   24   21   29  4.324900 0.826685 SUCCESS   9
000010101   20   19   26   21   24   27   23   30  4.357999 0.823466 SUCCESS  10
000010111   15   26   31   30   21   30   28   21  9.884207 0.273247 SUCCESS  11
000011001   25   25   23   27   29   24   30   16  5.621719 0.689520 SUCCESS  12
000011011   24   24   30   22   32   21   22   24  4.774384 0.781396 SUCCESS  13
000011101   29   25   29   22   25   30   22   34  7.547418 0.478878 SUCCESS  14
000011111   26   28   30   24   34   26   25   18  7.758589 0.457400 SUCCESS  15
000100011   32   29   27   23   24   20   25   21  5.045796 0.752670 SUCCESS  16
000100101   25   26   33   19   26   24   29   18  7.240259 0.510946 SUCCESS  17
000100111   16   26   24   22   19   19   18   29  8.448372 0.390940 SUCCESS  18
000101001   28   22   27   23   35   28   25   21  6.978777 0.538924 SUCCESS  19
000101011   16   21   18   18   20   24   25   30  9.117634 0.332470 SUCCESS  20
000101101   27   22   30   23   29   20   21   28  4.698257 0.789286 SUCCESS  21
000101111   17   22   26   30   21   28   27   21  5.815679 0.667870 SUCCESS  22
000110011   24   21   20   26   29   34   25   17  8.561571 0.380619 SUCCESS  23
000110101   27   26   22   33   26   26   29   27  5.174882 0.738731 SUCCESS  24
000110111   26   22   23   23   32   24   19   25  4.222955 0.836468 SUCCESS  25
000111001   26   27   29   23   22   17   23   30  5.350307 0.719562 SUCCESS  26
000111011   24   26   28   19   20   29   23   23  3.782077 0.876231 SUCCESS  27
000111101   26   30   16   37   19   27   22   20 13.738915 0.088829 SUCCESS  28
000111111   24   24   28   24   34   25   27   18  6.512081 0.590068 SUCCESS  29
001000011   28   23   21   22   40   27   28   19 13.748845 0.088551 SUCCESS  30
001000101   20   35   29   28   30   22   20   26  9.529385 0.299621 SUCCESS  31
001000111   23   30   17   18   21   16   25   26  9.067323 0.336649 SUCCESS  32
001001011   36   29   21   21   16   33   26   16 16.797924 0.032283 SUCCESS  33
001001101   21   27   14   24   35   21   25   24 10.636878 0.223135 SUCCESS  34
001001111   18   21   23   26   18   20   16   31  9.804107 0.279045 SUCCESS  35
001010011   27   22   30   27   25   32   26   20  5.538309 0.698792 SUCCESS  36
001010101   26   14   23   16   19   36   25   25 14.728575 0.064643 SUCCESS  37
001010111   21   22   24   18   24   23   27   29  3.747654 0.879143 SUCCESS  38
001011011   20   23   31   20   15   22   30   27  9.170592 0.328110 SUCCESS  39
001011101   31   23   25   16   17   23   29   19  9.466497 0.304482 SUCCESS  40
001011111   18   30   23   27   23   33   36   17 14.672306 0.065839 SUCCESS  41
001100101   25   26   20   24   18   16   25   23  5.771326 0.672829 SUCCESS  42
001100111   23   22   18   23   31   34   26   20  8.824377 0.357327 SUCCESS  43
001101011   31   26   21   28   25   33   32   31 10.438284 0.235601 SUCCESS  44
001101101   30   26   23   26   23   24   27   29  2.902968 0.940298 SUCCESS  45
001101111   26   30   19   28   26   26   20   22  4.502973 0.809136 SUCCESS  46
001110101   27   28   25   23   21   23   21   23  2.078803 0.978500 SUCCESS  47
001110111   28   26   27   24   25   25   17   21  3.790683 0.875498 SUCCESS  48
001111011   19   29   17   30   20   25   18   29  9.246720 0.321913 SUCCESS  49
001111101   21   31   19   22   24   22   20   25  4.899499 0.768262 SUCCESS  50
001111111   27   23   29   26   31   24   22   19  4.706863 0.788398 SUCCESS  51
010000011   26   38   21   15   24   19   25   18 15.169453 0.055933 SUCCESS  52
010000111   23   29   26   24   23   27   20   26  2.393243 0.966523 SUCCESS  53
010001011   14   16   33   25   26   25   21   23 11.415366 0.179256 SUCCESS  54
010001111   22   24   16   30   26   24   21   23  5.255644 0.729936 SUCCESS  55
010010011   20   20   27   24   33   15   15   29 13.448968 0.097307 SUCCESS  56
010010111   26   28   16   17   24   26   25   25  6.111584 0.634734 SUCCESS  57
010011011   25   21   17   30   24   23   20   28  5.611789 0.690626 SUCCESS  58
010011111   20   20   28   28   16   24   19   33 10.102660 0.257894 SUCCESS  59
010100011   30   20   22   33   17   27   22   22  8.620487 0.375315 SUCCESS  60
010100111   18   21   24   24   22   23   25   26  2.687824 0.952397 SUCCESS  61
010101011   30   12   25   23   23   29   21   28  9.959010 0.267915 SUCCESS  62
010101111   26   16   32   25   22   27   27   32  8.825701 0.357212 SUCCESS  63
010110011   21   25   20   27   19   29   16   24  6.737817 0.565166 SUCCESS  64
010110111   18   19   29   20   14   24   31   28 11.669566 0.166567 SUCCESS  65
010111011   29   22   27   16   16   30   31   20 11.399478 0.180075 SUCCESS  66
010111111   20   26   25   28   29   24   32   30  6.174472 0.627696 SUCCESS  67
011000111   24   26   33   32   17   18   27   17 12.357363 0.135957 SUCCESS  68
011001111   21   22   27   27   26   30   31   24  4.597636 0.799587 SUCCESS  69
011010111   31   21   24   28   21   35   29   29  9.937165 0.269464 SUCCESS  70
011011111   21   37   26   23   20   34   23   25 12.232249 0.141138 SUCCESS  71
011101111   16   24   21   21   14   20   22   25  9.633316 0.291711 SUCCESS  72
011111111   31   26   30   26   32   24   29   25  6.760324 0.562699 SUCCESS  73
100000000   16   22   25   21   32   17   22   29  9.644570 0.290864 SUCCESS  74
100010000   22   22   30   23   32   21   19   26  6.180430 0.627029 SUCCESS  75
100100000   21   24   19   21   28   30   25   19  5.348983 0.719708 SUCCESS  76
100101000   35   21   21   18   12   13   29   28 20.938607 0.007312 FAILURE  77
100110000   25   25   30   30   25   24   19   19  5.180840 0.738084 SUCCESS  78
100111000   19   19   30   29   23   19   17   17 10.651441 0.222242 SUCCESS  79
101000000   21   22   21   16   31   24   25   22  6.322755 0.611127 SUCCESS  80
101000100   24   26   21   19   29   16   32   32 10.620990 0.224113 SUCCESS  81
101001000   19   32   31   18   31   24   19   15 14.093736 0.079355 SUCCESS  82
101001100   27   23   31   24   31   33   25   24  7.225696 0.512489 SUCCESS  83
101010000   24   34   26   17   24   23   17   24  8.755531 0.363337 SUCCESS  84
101010100   20   23   18   27   24   33   27   29  7.248865 0.510036 SUCCESS  85
101011000   27   31   21   26   28   24   25   23  3.385551 0.907888 SUCCESS  86
101011100   24   33   20   25   21   18   28   19  7.984325 0.435003 SUCCESS  87
101100000   23   20   23   39   34   24   25   27 14.232752 0.075897 SUCCESS  88
101100100   18   19   20   18   27   30   28   25  7.704307 0.462874 SUCCESS  89
101101000   26   21   25   21   21   23   12   24  8.194172 0.414736 SUCCESS  90
101101100   25   26   24   23   23   26   35   35  9.928559 0.270076 SUCCESS  91
101110000   27   25   25   19   25   26   28   22  2.469371 0.963144 SUCCESS  92
101110100   21   16   22   21   28   27   24   24  5.060360 0.751106 SUCCESS  93
101111000   20   21   23   25   26   25   19   31  4.612199 0.798106 SUCCESS  94
101111100   28   28   20   34   13   31   26   22 13.527743 0.094936 SUCCESS  95
110000000   15   27   26   22   32   22   36   27 13.062372 0.109722 SUCCESS  96
110000010   19   19   25   35   30   26   24   15 12.433491 0.132885 SUCCESS  97
110000100   23   23   29   29   31   30   15   25  8.893223 0.351384 SUCCESS  98
110001000   29   24   25   16   26   28   20   26  5.493957 0.703709 SUCCESS  99
110001010   26   22   16   23   18   31   27   20  8.110763 0.422726 SUCCESS 100
110010000   23   25   24   23   29   25   27   23  1.469781 0.993198 SUCCESS 101
110010010   23   31   18   18   20   20   16   25 10.041096 0.262153 SUCCESS 102
110010100   26   25   25   19   18   16   30   27  7.712913 0.462004 SUCCESS 103
110011000   34   23   29   20   20   30   18   25  9.604189 0.293912 SUCCESS 104
110011010   26   23   15   25   23   25   27   24  4.340788 0.825142 SUCCESS 105
110100000   29   30   21   21   28   21   27   24  4.537396 0.805680 SUCCESS 106
110100010   25   22   29   25   27   21   19   30  4.511579 0.808274 SUCCESS 107
110100100   31   25   31   23   31   20   17   19 10.010645 0.264280 SUCCESS 108
110101000   22   21   26   16   24   23   29   19  6.051344 0.641481 SUCCESS 109
110101010   24   21   20   34   28   26   23   32  8.410640 0.394419 SUCCESS 110
110101100   30   31   32   27   25   27   31   27  8.345765 0.400444 SUCCESS 111
110110000   22   26   15   35   27   30   21   34 14.867590 0.061772 SUCCESS 112
110110010   14   21   17   24   26   26   25   31  9.475103 0.303814 SUCCESS 113
110110100   36   26   26   16   19   20   16   21 14.439952 0.070995 SUCCESS 114
110111000   29   30   20   19   21   25   24   27  5.078895 0.749111 SUCCESS 115
110111010   22   14   27   25   36   21   21   24 11.814540 0.159672 SUCCESS 116
110111100   22   24   23   25   26   24   21   24  0.960057 0.998488 SUCCESS 117
111000000   21   25   26   15   25   25   29   31  7.129709 0.522705 SUCCESS 118
111000010   28   24   28   27   29   24   21   24  2.792417 0.946701 SUCCESS 119
111000100   18   23   26   21   18   19   23   24  5.474097 0.705908 SUCCESS 120
111000110   24   30   23   37   20   19   24   26 10.316479 0.243512 SUCCESS 121
111001000   26   24   23   25   19   17   25   20  4.602270 0.799116 SUCCESS 122
111001010   20   23   26   19   17   28   25   20  5.949399 0.652900 SUCCESS 123
111001100   26   26   23   18   23   27   18   27  4.425521 0.816837 SUCCESS 124
111010000   22   25   31   27   31   26   30   26  5.785228 0.671275 SUCCESS 125
111010010   22   22   19   19   23   18   21   19  6.498180 0.591610 SUCCESS 126
111010100   21   17   28   13   24   30   24   22 10.448875 0.234923 SUCCESS 127
111010110   26   24   33   27   21   31   31   21  8.208074 0.413413 SUCCESS 128
111011000   18   22   17   33   26   34   19   23 12.763819 0.120238 SUCCESS 129
111011010   26   27   26   17   14   27   22   16 10.922853 0.206109 SUCCESS 130
111011100   36   29   26   19   22   27   22   15 12.459308 0.131857 SUCCESS 131
111100000   26   19   28   22   23   24   29   28  3.672850 0.885369 SUCCESS 132
111100010   26   16   27   24   16   23   22   27  6.992017 0.537494 SUCCESS 133
111100100   18   27   17   30   15   17   26   19 13.074287 0.109319 SUCCESS 134
111100110   20   24   21   23   31   19   18   26  6.322755 0.611127 SUCCESS 135
111101000   23   20   23   38   22   24   31   28 11.469648 0.176481 SUCCESS 136
111101010   21   21   26   22   25   34   30   28  7.131033 0.522564 SUCCESS 137
111101100   21   24   22   30   26   23   24   22  2.511076 0.961212 SUCCESS 138
111101110   26   27   19   29   26   23   26   22  3.071110 0.929816 SUCCESS 139
111110000   30   19   28   29   24   35   23   22  9.105718 0.333456 SUCCESS 140
111110010   20   23   18   24   20   23   31   26  5.501238 0.702903 SUCCESS 141
111110100   19   22   25   28   28   23   19   36  9.612795 0.293261 SUCCESS 142
111110110   22   28   23   24   28   33   21   26  5.164953 0.739809 SUCCESS 143
111111000   29   25   35   20   21   16   25   18 11.721200 0.164083 SUCCESS 144
111111010   19   21   23   31   34   32   31   37 18.581297 0.017267 SUCCESS 145
111111100   31   30   34   23   31   20   23   18 11.647721 0.167627 SUCCESS 146
111111110   31   26   30   26   32   24   29   25  6.760324 0.562699 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   24   19   29   31   19   16   28   21  9.246720 0.321913 SUCCESS   0
000000011   22   23   22   35   27   25   21   18  7.857886 0.447474 SUCCESS   1
000000101   21   18   27   23   25   29   25   24  3.527877 0.897015 SUCCESS   2
000000111   23   16   27   32   24   23   15   24  9.644570 0.290864 SUCCESS   3
000001001   29   32   16   23   23   29   31   20 10.062279 0.260682 SUCCESS   4
000001011   20   19   21   24   20   31   29   26  6.222134 0.622365 SUCCESS   5
000001101   25   17   22   33   26   28   18   26  8.214032 0.412847 SUCCESS   6
000001111   34   15   18   24   24   28   20   24 10.771921 0.214960 SUCCESS   7
000010001   25   19   33   28   16   24   32   32 12.825383 0.118001 SUCCESS   8
000010011   19   30   20   25   20   25   24   25  4.256054 0.833314 SUCCESS   9
000010101   18   18   20   23   29   31   23   32  9.645894 0.290764 SUCCESS  10
000010111   21   24   12   18   28   27   24   23  9.669063 0.289026 SUCCESS  11
000011001   15   21   22   27   21   34   23   16 12.228277 0.141306 SUCCESS  12
000011011   25   20   23   22   24   26   23   23  1.442640 0.993620 SUCCESS  13
000011101   20   24   35   25   25   26   26   31  7.682462 0.465086 SUCCESS  14
000011111   29   22   28   23   35   28   21   24  7.580517 0.475480 SUCCESS  15
000100011   21   28   29   24   16   27   31   34 10.969853 0.203413 SUCCESS  16
000100101   29   21   25   15   30   30   28   20  9.171916 0.328002 SUCCESS  17
000100111   23   28   29   24   14   22   27   27  6.934425 0.543724 SUCCESS  18
000101001   27   28   17   31   28   29   15   20 11.010234 0.201120 SUCCESS  19
000101011   15   25   22   26   27   33   22   31  9.621401 0.292610 SUCCESS  20
000101101   25   21   23   37   30   23   23   18 10.544862 0.228845 SUCCESS  21
000101111   29   28   19   23   31   14   22   18 11.169771 0.192264 SUCCESS  22
000110011   16   25   20   24   15   30   27   29 10.085448 0.259080 SUCCESS  23
000110101   27   25   29   24   30   22   28   23  3.411368 0.905958 SUCCESS  24
000110111   29   21   21   24   24   28   24   20  3.265071 0.916639 SUCCESS  25
000111001   22   18   20   20   24   19   22   32  7.550728 0.478538 SUCCESS  26
000111011   20   29   33   31   20   25   35   26 12.403040 0.134107 SUCCESS  27
000111101   30   22   31   17   31   22   20   21  9.137493 0.330830 SUCCESS  28
000111111   27   26   19   24   34   26   20   21  6.960242 0.540928 SUCCESS  29
001000011   27   21   25   24   23   27   34   16  8.061776 0.427459 SUCCESS  30
001000101   29   23   25   30   34   27   25   22  6.776211 0.560959 SUCCESS  31
001000111   22   25   27   25   24   30   32   30  5.674677 0.683620 SUCCESS  32
001001011   19   22   22   20   29   34   28   22  8.137904 0.420117 SUCCESS  33
001001101   29   33   21   18   25   25   21   19  8.010142 0.432480 SUCCESS  34
001001111   25   26   31   23   18   19   27   25  5.324490 0.722398 SUCCESS  35
001010011   27   34   25   26   23   28   18   16  9.671711 0.288828 SUCCESS  36
001010101   20   22   24   23   25   25   28   31  3.579511 0.892932 SUCCESS  37
001010111   29   19   30   28   24   30   25   28  5.911666 0.657126 SUCCESS  38
001011011   21   25   23   38   33   25   28   20 12.944539 0.113772 SUCCESS  39
001011101   17   32   23   14   25   33   18   23 14.398247 0.071958 SUCCESS  40
001011111   30   32   25   21   27   15   25   25  8.341794 0.400815 SUCCESS  41
001100101   23   24   19   30   21   16   21   20  7.440177 0.489968 SUCCESS  42
001100111   16   28   24   30   25   24   29   31  7.639433 0.469459 SUCCESS  43
001101011   37   23   35   27   18   24   27   19 15.121791 0.056820 SUCCESS  44
001101101   26   24   22   23   24   24   25   23  0.553601 0.999804 SUCCESS  45
001101111   27   25   22   30   25   27   19   26  3.520595 0.897585 SUCCESS  46
001110101   16   26   23   19   23   30   21   26  6.424700 0.599771 SUCCESS  47
001110111   26   29   30   20   22   19   35   25  9.410229 0.308879 SUCCESS  48
001111011   25   23   30   24   31   22   16   24  6.519363 0.589261 SUCCESS  49
001111101   27   28   25   26   29   24   29   28  3.310747 0.913371 SUCCESS  50
001111111   28   18   17   18   25   14   17   20 14.072553 0.079894 SUCCESS  51
010000011   22   19   18   18   30   34   24   21 10.678582 0.220585 SUCCESS  52
010000111   24   32   25   25   33   28   28   25  6.734507 0.565530 SUCCESS  53
010001011   26   26   33   26   29   20   26   15  9.028267 0.339917 SUCCESS  54
010001111   27   26   34   25   35   28   24   25  9.649866 0.290466 SUCCESS  55
010010011   33   34   19   20   22   16   21   28 13.365558 0.099876 SUCCESS  56
010010111   21   25   24   22   25   30   25   23  2.197959 0.974333 SUCCESS  57
010011011   29   30   22   21   22   22   18   21  5.670705 0.684063 SUCCESS  58
010011111   22   25   19   24   15   21   28   21  6.770916 0.561539 SUCCESS  59
010100011   26   23   26   22   15   21   22   26  5.127882 0.743825 SUCCESS  60
010100111   27   30   25   16   18   27   16   16 12.617521 0.125705 SUCCESS  61
010101011   25   26   20   27   20   21   29   28  3.985967 0.858387 SUCCESS  62
010101111   24   26   27   26   25   30   36   23  7.640757 0.469325 SUCCESS  63
010110011   23   23   21   33   28   18   28   25  6.638520 0.576087 SUCCESS  64
010110111   24   26   27   28   25   25   23   26  1.173876 0.996893 SUCCESS  65
010111011   21   29   23   22   21   24   19   29  4.340788 0.825142 SUCCESS  66
010111111   35   29   26   23   23   27   32   28  9.217593 0.324274 SUCCESS  67
011000111   23   30   29   23   29   22   28   23  4.165363 0.841904 SUCCESS  68
011001111   17   20   27   26   23   17   28   40 16.797924 0.032283 SUCCESS  69
011010111   24   21   25   21   20   22   28   15  6.355854 0.607437 SUCCESS  70
011011111   25   24   28   39   33   28   18   30 16.352411 0.037605 SUCCESS  71
011101111   21   27   30   25   20   15   26   19  8.026029 0.430932 SUCCESS  72
011111111   29   25   17   22   25   23   32   14 10.602455 0.225258 SUCCESS  73
100000000   24   19   29   31   19   16   28   21  9.246720 0.321913 SUCCESS  74
100010000   27   20   27   20   22   34   39   25 15.410414 0.051640 SUCCESS  75
100100000   34   21   15   18   19   34   24   20 15.838715 0.044748 SUCCESS  76
100101000   27   18   29   33   20   16   22   26 10.213211 0.250379 SUCCESS  77
100110000   18   22   18   18   22   26   25   24  5.821637 0.667203 SUCCESS  78
100111000   24   25   33   19   22   19   25   19  7.119779 0.523766 SUCCESS  79
101000000   20   23   31   33   24   25   24   21  6.401531 0.602349 SUCCESS  80
101000100   26   19   25   25   30   33   29   25  6.750394 0.563787 SUCCESS  81
101001000   19   16   20   18   21   27   25   30  8.897857 0.350986 SUCCESS  82
101001100   26   30   27   27   24   27   22   26  2.657373 0.953988 SUCCESS  83
101010000   15   18   30   24   32   25   25   31 11.137996 0.194002 SUCCESS  84
101010100   17   20   29   18   33   21   19   30 11.958189 0.153079 SUCCESS  85
101011000   34   26   23   18   24   23   25   24  5.943441 0.653567 SUCCESS  86
101011100   18   32   23   25   27   32   18   26  8.858800 0.354347 SUCCESS  87
101100000   27   21   26   26   20   35   30   26  8.012790 0.432222 SUCCESS  88
101100100   29   31   20   23   24   20   24   20  5.298672 0.725229 SUCCESS  89
101101000   18   31   24   22   31   24   26   18  7.527558 0.480923 SUCCESS  90
101101100   25   21   29   32   28   29   33   27  8.717798 0.366659 SUCCESS  91
101110000   21   18   24   26   28   22   21   19  4.856470 0.772801 SUCCESS  92
101110100   16   19   23   18   25   28   29   15 11.244575 0.188223 SUCCESS  93
101111000   32   21   22   22   23   28   24   29  4.961063 0.761730 SUCCESS  94
101111100   22   32   24   28   30   20   22   30  6.970171 0.539854 SUCCESS  95
110000000   20   18   23   32   20   20   23   22  7.050933 0.531147 SUCCESS  96
110000010   24   29   15   23   23   37   29   25 12.452026 0.132146 SUCCESS  97
110000100   28   19   33   21   20   35   23   33 14.206935 0.076529 SUCCESS  98
110001000   26   27   27   20   27   34   34   23  9.682965 0.287986 SUCCESS  99
110001010   29   38   27   35   21   32   22   29 17.861725 0.022287 SUCCESS 100
110010000   27   25   17   23   24   30   31   14 10.467411 0.233739 SUCCESS 101
110010010   26   19   27   24   23   15   20   22  6.525321 0.588600 SUCCESS 102
110010100   23   25   27   29   19   17   18   21  7.059539 0.530223 SUCCESS 103
110011000   15   22   24   25   30   21   31   19  8.907786 0.350135 SUCCESS 104
110011010   28   30   25   23   21   24   25   23  2.571316 0.958322 SUCCESS 105
110100000   17   26   20   30   23   29   24   21  6.052667 0.641332 SUCCESS 106
110100010   23   28   25   30   26   23   27   22  2.699078 0.951801 SUCCESS 107
110100100   17   23   26   17   15   24   23   28  9.210973 0.324812 SUCCESS 108
110101000   26   18   29   17   22   24   28   24  5.865989 0.662240 SUCCESS 109
110101010   22   25   25   22   28   17   20   27  4.493043 0.810129 SUCCESS 110
110101100   36   33   26   28   21   17   24   23 12.393110 0.134507 SUCCESS 111
110110000   19   24   24   26   37   39   24   25 17.139505 0.028689 SUCCESS 112
110110010   33   23   26   18   27   24   21   16  8.831659 0.356696 SUCCESS 113
110110100   25   30   24   23   23   17   25   18  5.585972 0.693498 SUCCESS 114
110111000   28   28   19   27   25   25   12   24  9.170592 0.328110 SUCCESS 115
110111010   20   25   26   26   33   22   30   17  8.078988 0.425793 SUCCESS 116
110111100   21   14   23   22   21   25   23   23  6.067231 0.639701 SUCCESS 117
111000000   22   21   21   32   22   23   16   22  7.229006 0.512138 SUCCESS 118
111000010   31   11   21   28   24   20   26   28 11.975401 0.152305 SUCCESS 119
111000100   32   30   22   15   28   22   22   22  9.044154 0.338585 SUCCESS 120
111000110   27   17   26   31   20   35   27   28 10.978459 0.202923 SUCCESS 121
